fill_id,epoch,prev_epoch,next_epoch,tier,k,gap_years,dt_left_yr,dt_right_yr,dt_basis,n_cells,area_m2,crown_id,crown_diam_m,size_class,crown_cells,fill_cells_in_crown,fill_share_of_crown,crown_cover_raw,p_t_list,p_t_source,miss_product,epsilon_interval,epsilon_interval_next,gamma_interval_colonisation,gamma_interval_emptysite,lambda_colonisation,lambda_colonisation_emptysite,lambda_rule,log10_lambda_colonisation,log10_lambda_rule,posterior_fill_colonisation,posterior_fill_colonisation_emptysite,posterior_fill_rule
2016#3097_1815,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,32,128.0,126861,10.63,10-14,9,3,0.333,0.667,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3098_912,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,64,256.0,126055,8.64,8-10,6,5,0.833,0.167,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3099_1855,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,126906,14.05,14+,15,4,0.267,0.733,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3099_1881,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,32,128.0,126982,13.11,10-14,17,12,0.706,0.235,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3100_1687,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,126750,13.54,10-14,17,4,0.235,0.529,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3100_2472,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,127528,5.37,5-6,3,3,1.0,0.0,0.9274,2016|bin|5-6,0.0726,0.006405,0.011891,0.00056,0.001326,19870.7,8390.51,55.6427,4.2982,1.7454,0.99994968,0.99988083,0.98234548
2016#3101_1936,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,127053,7.04,6-8,4,4,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3102_778,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3102_1285,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,45,180.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3103_196,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3104_1245,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,19,76.0,126343,8.46,8-10,6,6,1.0,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3105_1671,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,126762,19.26,14+,34,7,0.206,0.559,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3105_2166,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3107_427,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,36,144.0,125275,3.72,3-4,1,1,1.0,0.0,0.8902,2016|bin|3-4,0.1098,0.006405,0.011891,0.00056,0.001326,30052.4,12689.8,84.1539,4.4779,1.9251,0.99996673,0.9999212,0.98825655
2016#3107_1515,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,21,84.0,126690,7.02,6-8,4,4,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3108_1540,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3110_664,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,125399,8.88,8-10,7,3,0.429,0.143,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3112_684,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,125413,11.93,10-14,12,2,0.167,0.417,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3112_1576,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,126494,9.44,8-10,7,7,1.0,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3114_2095,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,127221,11.33,10-14,10,6,0.6,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3115_1539,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,126698,5.16,5-6,4,2,0.5,0.0,0.9274,2016|bin|5-6,0.0726,0.006405,0.011891,0.00056,0.001326,19870.7,8390.51,55.6427,4.2982,1.7454,0.99994968,0.99988083,0.98234548
2016#3116_1339,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,126405,4.83,4-5,2,2,1.0,0.0,0.9088,2016|bin|4-5,0.0912,0.006405,0.011891,0.00056,0.001326,24961.5,10540.1,69.8983,4.3973,1.8445,0.99995994,0.99990513,0.98589529
2016#3116_1783,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,20,80.0,129554,12.48,10-14,16,6,0.375,0.625,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3119_1581,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,51,204.0,126506,9.32,8-10,8,7,0.875,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3120_350,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,125109,7.31,6-8,6,4,0.667,0.333,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3120_1528,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3121_1561,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,18,72.0,129320,16.45,14+,24,4,0.167,0.583,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3122_1237,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3123_733,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,125911,21.65,14+,40,3,0.075,0.925,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3123_1666,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129466,9.18,8-10,9,5,0.556,0.444,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3123_1793,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3124_1435,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,54,216.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3125_1226,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,29,116.0,129013,12.55,10-14,14,11,0.786,0.214,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3125_2333,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,40,160.0,130069,17.68,14+,27,26,0.963,0.0,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3126_959,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,128837,17.59,14+,29,2,0.069,0.828,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3127_786,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,25,100.0,128679,11.72,10-14,12,10,0.833,0.083,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3127_2064,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,29,116.0,129810,5.57,5-6,3,3,1.0,0.0,0.9274,2016|bin|5-6,0.0726,0.006405,0.011891,0.00056,0.001326,19870.7,8390.51,55.6427,4.2982,1.7454,0.99994968,0.99988083,0.98234548
2016#3128_169,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,21,84.0,127929,7.09,6-8,4,4,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3128_1540,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,129321,7.9,6-8,5,5,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3128_1756,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129515,12.49,10-14,16,8,0.5,0.188,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3128_1885,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,129678,16.6,14+,25,13,0.52,0.36,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3129_1221,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129016,6.47,6-8,3,2,0.667,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3129_1607,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129384,10.22,10-14,8,4,0.5,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3131_1803,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,13,52.0,129562,17.79,14+,28,8,0.286,0.571,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3132_1072,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3133_110,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,30,120.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3133_650,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,128568,17.33,14+,28,4,0.143,0.857,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3133_2262,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,129969,6.29,6-8,3,2,0.667,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3136_123,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,67,268.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3138_1346,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3138_2217,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,129941,10.46,10-14,10,9,0.9,0.1,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3139_1762,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3140_2064,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129837,7.65,6-8,5,3,0.6,0.4,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3141_1855,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,129629,11.24,10-14,12,12,1.0,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3142_163,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,79,316.0,127949,16.22,14+,24,20,0.833,0.167,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3142_1883,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,129695,17.49,14+,27,8,0.296,0.704,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3143_344,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,128090,10.92,10-14,11,3,0.273,0.545,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3143_862,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3145_1510,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,23,92.0,129282,6.37,6-8,4,2,0.5,0.25,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3145_1743,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,15,60.0,129525,11.27,10-14,11,9,0.818,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3145_1782,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,129574,11.16,10-14,12,7,0.583,0.167,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3146_1448,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,129230,10.65,10-14,9,5,0.556,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3147_355,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3147_1792,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,129578,12.95,10-14,12,1,0.083,0.917,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3148_2308,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,22,88.0,130051,11.58,10-14,13,7,0.538,0.308,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3150_2084,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3151_955,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,26,104.0,128856,10.76,10-14,11,7,0.636,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3151_2107,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,13,52.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3151_2112,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,34,136.0,129884,15.91,14+,23,6,0.261,0.391,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3152_1804,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129582,15.09,14+,19,2,0.105,0.895,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3153_856,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,128773,16.27,14+,22,4,0.182,0.773,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3155_1668,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,21,84.0,129450,8.36,8-10,8,4,0.5,0.5,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3156_2233,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,28,112.0,130005,15.68,14+,20,14,0.7,0.3,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3157_1893,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129708,11.82,10-14,13,4,0.308,0.692,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3158_2056,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,129849,6.57,6-8,3,3,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3158_2266,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,130004,5.76,5-6,2,2,1.0,0.0,0.9274,2016|bin|5-6,0.0726,0.006405,0.011891,0.00056,0.001326,19870.7,8390.51,55.6427,4.2982,1.7454,0.99994968,0.99988083,0.98234548
2016#3158_2310,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,18,72.0,130060,15.79,14+,20,12,0.6,0.4,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3160_560,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,38,152.0,128257,4.8,4-5,2,2,1.0,0.0,0.9088,2016|bin|4-5,0.0912,0.006405,0.011891,0.00056,0.001326,24961.5,10540.1,69.8983,4.3973,1.8445,0.99995994,0.99990513,0.98589529
2016#3160_1490,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,129298,6.54,6-8,3,1,0.333,0.667,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3160_1728,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,46,184.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3163_1854,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,129665,9.45,8-10,7,4,0.571,0.429,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3164_1382,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,14,56.0,129202,15.98,14+,24,13,0.542,0.0,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3165_736,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,128667,17.53,14+,26,4,0.154,0.846,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3166_917,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,128814,8.12,8-10,5,4,0.8,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3166_1319,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,47,188.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3167_1247,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,129075,3.31,3-4,1,1,1.0,0.0,0.8902,2016|bin|3-4,0.1098,0.006405,0.011891,0.00056,0.001326,30052.4,12689.8,84.1539,4.4779,1.9251,0.99996673,0.9999212,0.98825655
2016#3168_743,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,83,332.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3168_1547,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3168_1884,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,129727,16.39,14+,25,10,0.4,0.56,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3168_1926,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,129785,12.43,10-14,15,6,0.4,0.6,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3168_1955,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,132574,11.01,10-14,10,5,0.5,0.1,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3169_1172,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,128951,7.99,6-8,6,6,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3169_1532,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,129368,8.15,8-10,7,3,0.429,0.286,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3170_665,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,14,56.0,128625,9.44,8-10,9,9,1.0,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3170_1424,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,129256,13.53,10-14,16,4,0.25,0.75,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3170_1448,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,129268,14.88,14+,21,1,0.048,0.952,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3170_1844,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,19,76.0,129669,7.1,6-8,4,3,0.75,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3171_1030,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,20,80.0,128898,8.59,8-10,8,8,1.0,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3171_2245,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,132841,1.77,0-2,1,1,1.0,0.0,0.7963,2016|bin|0-2,0.2037,0.006405,0.011891,0.00056,0.001326,55752.9,23542.0,156.122,4.7463,2.1935,0.99998206,0.99995752,0.9936355
