crown_id,diameter_m,raw_states,healed_states,valid_from,valid_to,class,confidence,epochs_healed
217705,10.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217706,9.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217707,4.55,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217708,6.8,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217710,6.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217711,13.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217712,12.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217713,8.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217714,8.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217715,12.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217716,8.01,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217717,5.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217718,9.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217719,6.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217720,13.29,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217721,12.14,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217722,8.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217723,9.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217724,6.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217725,7.84,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217726,8.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217727,7.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217728,5.72,PPPPPPP?,PPPPPPP?,2009,2021,PERSISTENT,RAW,
217729,9.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217730,6.41,APPAPP?A,APPAPP?A,2011s,2019,GAINED,RAW,
217731,9.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217732,12.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217733,11.98,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217734,9.76,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217735,8.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217736,11.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217737,9.94,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217738,8.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217739,12.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217740,8.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217742,8.39,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217743,11.55,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217744,4.22,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217745,6.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217746,7.23,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217747,3.06,PPPPPAPA,PPPPPAPA,2009,2021,LOST,TERMINAL,
217748,6.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217749,10.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217750,5.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217751,7.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217752,10.68,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217753,2.08,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
217754,4.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217755,13.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217756,11.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217757,15.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217758,10.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217759,8.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217760,9.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217761,9.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217762,6.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217763,15.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217764,10.57,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217765,14.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217766,5.92,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217767,8.7,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217768,12.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217769,16.08,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217770,7.08,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217771,13.01,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217772,15.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217773,15.98,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217774,13.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217775,10.92,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217776,9.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217777,13.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217778,14.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217779,9.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217780,12.7,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217781,4.14,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217782,10.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217783,7.03,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217784,7.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217785,11.12,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217786,9.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217787,2.4,PPPPAPPP,PPPPAPPP,2009,2024,FLICKERING,RAW,
217788,7.61,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217789,11.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217790,4.84,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217791,12.19,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217792,12.5,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217793,9.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217794,15.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217795,7.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217796,10.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217797,5.63,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217798,8.01,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217799,9.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217800,8.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217801,12.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217802,9.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217803,4.76,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217804,14.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217805,9.3,PAAA?PAP,PAAA?PAP,2009,2024,FLICKERING,RAW,
217807,3.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217808,6.29,AAAAAP?P,AAAAAP?P,2019,2024,GAINED,RAW,
217809,10.25,P?AA?PPP,P?AA?PPP,2009,2024,FLICKERING,RAW,
217810,6.5,PAAAAPPP,PAAAAPPP,2009,2024,FLICKERING,RAW,
217811,12.25,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217812,9.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217813,3.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217814,9.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217815,8.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217816,12.76,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217817,9.71,P?PPPPPP,P?PPPPPP,2009,2024,PERSISTENT,RAW,
217918,7.62,PPP?PPPP,PPP?PPPP,2009,2024,PERSISTENT,RAW,
217920,8.19,PPPPPPP?,PPPPPPP?,2009,2021,PERSISTENT,RAW,
217921,11.61,?PP?PPPP,?PP?PPPP,2011s,2024,PERSISTENT,RAW,
217922,4.53,APAAAPPA,APAAAPPA,2011s,2021,LOST,TERMINAL,
217923,12.66,PPPAPPP?,PPPAPPP?,2009,2021,FLICKERING,RAW,
217924,4.13,APAAPPAA,APAAPPAA,2011s,2019,LOST,RAW,
217925,9.48,PPPAPPPP,PPPAPPPP,2009,2024,FLICKERING,RAW,
217927,6.61,?PAAPPPA,?PAAPPPA,2011s,2021,LOST,TERMINAL,
217928,5.69,AAAAAPAA,AAAAAPAA,2019,2019,LOST,RAW,
217929,3.44,AAAAAPAA,AAAAAPAA,2019,2019,LOST,RAW,
217931,5.46,AAPAAPAA,AAPAAPAA,2013,2019,LOST,RAW,
217932,3.98,PPPPAPPP,PPPPAPPP,2009,2024,FLICKERING,RAW,
217933,10.84,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217934,6.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217935,13.35,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217936,13.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217937,10.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217938,10.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217939,7.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217940,7.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217941,9.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217942,4.51,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217943,4.45,APPPAPPP,APPPAPPP,2011s,2024,GAINED,RAW,
217944,10.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217945,13.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217946,13.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217947,6.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217948,11.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217949,10.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217950,13.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217951,15.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217952,8.61,?PPPPPPP,?PPPPPPP,2011s,2024,PERSISTENT,RAW,
217953,6.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217954,10.35,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217955,8.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217956,7.82,APPPPPPP,APPPPPPP,2011s,2024,GAINED,RAW,
217957,5.62,APPPPPPP,APPPPPPP,2011s,2024,GAINED,RAW,
217958,6.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217966,6.46,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
217967,11.34,PP?PPPPP,PP?PPPPP,2009,2024,PERSISTENT,RAW,
217968,4.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217969,2.87,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217970,9.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217971,9.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217972,7.58,P?PPPPPP,P?PPPPPP,2009,2024,PERSISTENT,RAW,
217973,12.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217974,9.5,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217975,11.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217976,2.87,PPAPPPPP,PPAPPPPP,2009,2024,FLICKERING,RAW,
217977,11.33,AAAAAPPA,AAAAAPPA,2019,2021,LOST,TERMINAL,
217979,6.17,PPAAAAPP,PPAAAAPP,2009,2024,FLICKERING,RAW,
217980,11.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217981,7.12,PPAPPPAA,PPAPPPAA,2009,2019,LOST,RAW,
217992,15.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217994,14.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217995,13.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217996,9.61,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217997,8.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217998,6.39,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
217999,18.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218001,2.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218002,2.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218003,9.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218005,4.67,PPP?PPPA,PPP?PPPA,2009,2021,LOST,TERMINAL,
218006,7.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218007,5.82,PPP?P?PP,PPP?P?PP,2009,2024,PERSISTENT,RAW,
218008,9.65,PP?PPPPP,PP?PPPPP,2009,2024,PERSISTENT,RAW,
218009,6.75,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
218010,11.0,PPP?PPPP,PPP?PPPP,2009,2024,PERSISTENT,RAW,
218011,9.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218012,6.6,PPP?PPPP,PPP?PPPP,2009,2024,PERSISTENT,RAW,
218013,6.86,?AA?AAPA,?AA?AAPA,2021,2021,LOST,TERMINAL,
218014,8.96,PPAAPAPP,PPAAPAPP,2009,2024,FLICKERING,RAW,
218015,5.97,P?PPPPPP,P?PPPPPP,2009,2024,PERSISTENT,RAW,
218016,8.97,PPPAP?PP,PPPAP?PP,2009,2024,FLICKERING,RAW,
218017,9.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218018,5.12,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218020,7.94,PPPAPPPP,PPPAPPPP,2009,2024,FLICKERING,RAW,
218021,4.7,APPAPPAA,APPAPPAA,2011s,2019,LOST,RAW,
218022,11.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218023,21.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218024,7.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218025,12.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218026,14.23,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218027,9.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218028,4.2,PPAPAPPP,PPAPAPPP,2009,2024,FLICKERING,RAW,
218029,7.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218030,18.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218031,8.56,PP?PPPPP,PP?PPPPP,2009,2024,PERSISTENT,RAW,
218032,6.82,AAPAAPA?,AAPAAPA?,2013,2019,GAINED,RAW,
218033,7.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218034,11.69,PPP?PPPP,PPP?PPPP,2009,2024,PERSISTENT,RAW,
218035,7.39,PPPP?PPP,PPPP?PPP,2009,2024,PERSISTENT,RAW,
218036,10.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218037,7.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218038,15.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218039,4.56,PAAPPPPA,PAAPPPPA,2009,2021,LOST,TERMINAL,
218040,8.37,AAAPPPPA,AAAPPPPA,2015,2021,LOST,TERMINAL,
218041,9.5,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218042,9.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218043,10.47,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218044,12.56,PPPAPPPP,PPPAPPPP,2009,2024,FLICKERING,RAW,
218045,9.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218046,10.57,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218047,9.76,PPPPPPP?,PPPPPPP?,2009,2021,PERSISTENT,RAW,
218048,4.04,APPAPPPP,APPAPPPP,2011s,2024,GAINED,RAW,
218049,7.0,AAAAAPPP,AAAAAPPP,2019,2024,GAINED,RAW,
218050,5.77,APAAAPAA,APAAAPAA,2011s,2019,LOST,RAW,
218052,6.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218053,7.8,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218054,13.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218055,6.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218056,11.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218057,9.43,P?P?APPP,P?P?APPP,2009,2024,FLICKERING,RAW,
218058,9.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218059,4.9,APAAPPPP,APAAPPPP,2011s,2024,GAINED,RAW,
218060,8.89,A?PAPPPP,A?PAPPPP,2013,2024,FLICKERING,RAW,
218061,7.14,PAPAPPPP,PAPAPPPP,2009,2024,FLICKERING,RAW,
218062,8.21,AAPPPPPP,AAPPPPPP,2013,2024,GAINED,RAW,
218063,8.06,PPP?PPPP,PPP?PPPP,2009,2024,PERSISTENT,RAW,
218064,7.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218065,11.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218066,10.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218067,11.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218068,4.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218069,14.61,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218070,4.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218071,8.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218072,9.51,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218073,5.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218074,3.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218075,8.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218076,8.27,APPPPPPP,APPPPPPP,2011s,2024,GAINED,RAW,
218077,8.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218078,6.48,APAPPPPA,APAPPPPA,2011s,2021,LOST,TERMINAL,
218079,9.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218080,8.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218081,11.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218082,5.76,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218083,8.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218084,5.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218085,12.22,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218086,12.06,??PPPPPP,??PPPPPP,2013,2024,PERSISTENT,RAW,
218087,5.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218088,12.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218089,11.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218090,7.25,AA?APPPP,AA?APPPP,2016,2024,PERSISTENT,RAW,
218091,7.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218092,17.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218093,16.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218094,10.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218095,15.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218096,9.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218097,8.21,PPP?PPPP,PPP?PPPP,2009,2024,PERSISTENT,RAW,
218098,3.74,AAAAPPPP,AAAAPPPP,2016,2024,GAINED,RAW,
218099,8.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218100,13.26,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218101,6.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218102,6.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218103,3.75,APAAPAPA,APAAPAPA,2011s,2021,LOST,TERMINAL,
218104,9.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218105,12.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218106,14.94,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218107,9.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218108,11.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218109,7.33,?PPPPPP?,?PPPPPP?,2011s,2021,PERSISTENT,RAW,
218110,5.02,PPPAPAPP,PPPAPAPP,2009,2024,FLICKERING,RAW,
218111,11.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218112,6.29,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218113,13.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218114,8.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218115,9.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218116,5.46,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218117,7.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218118,12.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218119,14.39,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218120,11.49,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218121,12.39,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218122,7.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218123,6.26,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218124,5.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218125,8.06,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218126,6.87,PPAAAPAA,PPAAAPAA,2009,2019,LOST,RAW,
218127,10.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218128,8.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218129,6.22,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218130,6.55,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218131,10.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218132,9.46,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218133,4.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218134,6.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218135,7.04,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218136,17.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218137,8.17,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218138,6.17,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218139,12.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218140,15.49,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218141,5.34,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218142,9.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218143,12.5,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218144,6.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218145,15.01,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218146,11.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218147,12.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218148,6.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218149,5.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218150,8.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218151,9.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
218152,7.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
